Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Pallauf, K., Chin, D., Günther, I., Birringer, M., Lüersen, K., Schultheiß, G., Vieten, S., Krauß, J., Bracher, F., Danylec, N., Soukup, S.T., Kulling, S.E., Rimbach, G.","24068877200; 55229519800; 57207830803; 6602447974; 6603373812; 7003281986; 57207828615; 56264695000; 56216642600; 57201943753; 54682384700; 6603139876; 7003526668","Resveratrol, lunularin and dihydroresveratrol do not act as caloric restriction mimetics when administered intraperitoneally in mice",2019,"Scientific Reports",9,"1", 4445,,,,,10.1038/s41598-019-41050-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063010222&partnerID=40&md5=e0eb9003ff759363653f837ca87223ff",Article,Final,Open Access,Scopus,2-s2.0-85063010222
"Takeuchi, H., Taki, Y., Nouchi, R., Yokoyama, R., Kotozaki, Y., Nakagawa, S., Sekiguchi, A., Iizuka, K., Yamamoto, Y., Hanawa, S., Araki, T., Miyauchi, C.M., Sakaki, K., Sassa, Y., Nozawa, T., Ikeda, S., Yokota, S., Daniele, M., Kawashima, R.","35424418300; 35729609800; 16480937500; 55356440400; 51565647600; 55222095100; 35424399800; 55356236400; 55971904100; 55660327200; 56037026100; 54879801600; 56720985300; 8386305200; 55175055700; 56085698100; 56506409800; 57207931385; 7005986241","Empathizing associates with mean diffusivity",2019,"Scientific Reports",9,"1", 8856,,,,,10.1038/s41598-019-45106-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067596866&partnerID=40&md5=d38dc0429e2b4eb76ce3af0ccfbc1127",Article,Final,Open Access,Scopus,2-s2.0-85067596866
"Jin, M.J., Jeon, H., Hyun, M.H., Lee, S.-H.","57195402252; 57200962109; 55560366900; 56739411100","Influence of childhood trauma and brain-derived neurotrophic factor Val66Met polymorphism on posttraumatic stress symptoms and cortical thickness",2019,"Scientific Reports",9,"1", 6028,,,,1,10.1038/s41598-019-42563-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064459885&partnerID=40&md5=216b68dac77b8b54292178b7a11e233b",Article,Final,Open Access,Scopus,2-s2.0-85064459885
"Just, A.L., Meng, C., Smith, D.G., Bullmore, E.T., Robbins, T.W., Ersche, K.D.","57205674234; 55049325000; 54421188000; 35405771500; 55854740500; 11439827600","Effects of familial risk and stimulant drug use on the anticipation of monetary reward: an fMRI study",2019,"Translational Psychiatry",9,"1", 65,,,,,10.1038/s41398-019-0399-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061026181&partnerID=40&md5=86db663527e258b29d55fdd3eab8647c",Article,Final,Open Access,Scopus,2-s2.0-85061026181
"Surendran, A., Aliani, M., Ravandi, A.","57201903386; 6603323787; 6701574890","Metabolomic characterization of myocardial ischemia-reperfusion injury in ST-segment elevation myocardial infarction patients undergoing percutaneous coronary intervention",2019,"Scientific Reports",9,"1", 11742,,,,,10.1038/s41598-019-48227-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070776110&partnerID=40&md5=780913c72b1d9166ea3ff390e81c490f",Article,Final,Open Access,Scopus,2-s2.0-85070776110
"Corley, J., Cox, S.R., Harris, S.E., Hernandez, M.V., Maniega, S.M., Bastin, M.E., Wardlaw, J.M., Starr, J.M., Marioni, R.E., Deary, I.J.","23485020100; 55614945700; 7403484635; 57211230220; 16039702100; 7006141241; 35417533500; 7101906583; 24470564300; 57193752767","Epigenetic signatures of smoking associate with cognitive function, brain structure, and mental and physical health outcomes in the Lothian Birth Cohort 1936",2019,"Translational Psychiatry",9,"1", 248,,,,,10.1038/s41398-019-0576-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073056113&partnerID=40&md5=b101ed9e142b9765ce462dae489c751d",Article,Final,Open Access,Scopus,2-s2.0-85073056113
"Belando, M.D., Martínez, P.M., Aboal, M.","36552077200; 57211294890; 6603096149","Interactive effects of warming and eutrophication on population dynamics and stalk production of epiphytic diatoms in transitional waters",2019,"Estuarine, Coastal and Shelf Science",229,"", 106413,,,,,10.1016/j.ecss.2019.106413,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073371719&partnerID=40&md5=5efc470d2a97e5a71c465183428ad357",Article,Final,,Scopus,2-s2.0-85073371719
"Yankey, T., Biswas, U.N.","55515573900; 6602373712","Impact of life skills training on psychosocial well-being of Tibetan refugee adolescents",2019,"International Journal of Migration, Health and Social Care",15,"4",,272,284,,,10.1108/IJMHSC-11-2017-0049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073620330&partnerID=40&md5=e817d4e916c5325887bce4f28af48892",Article,Final,,Scopus,2-s2.0-85073620330
"Salis, R.K., Bruder, A., Piggott, J.J., Summerfield, T.C., Matthaei, C.D.","56255156200; 40661072400; 24529046200; 6508360376; 6701355962","Multiple-stressor effects of dicyandiamide (DCD) and agricultural stressors on trait-based responses of stream benthic algal communities",2019,"Science of the Total Environment",693,"", 133305,,,,,10.1016/j.scitotenv.2019.07.111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073655572&partnerID=40&md5=1165b9888c27a0112669081739e2f9c3",Article,Final,,Scopus,2-s2.0-85073655572
"Lovell, T.W.J., Fransen, J., Bocking, C.J., Coutts, A.J.","55561560100; 54928631000; 57209212742; 7005163036","Factors affecting sports involvement in a school-based youth cohort: Implications for long-term athletic development",2019,"Journal of Sports Sciences",37,"22",,2522,2529,,,10.1080/02640414.2019.1647032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070901923&partnerID=40&md5=16bf10ab74534964fc5c12abf2afc219",Article,Final,,Scopus,2-s2.0-85070901923
"Fernandes, A.F.A., Alvarenga, É.R., Alves, G.F.O., Manduca, L.G., Toral, F.L.B., Valente, B.D., Silva, M.A., Rosa, G.J.M., Turra, E.M.","18934431100; 57190659585; 57210916610; 56663239900; 55885092700; 6602725113; 55207404400; 57203977082; 6506180407","Genotype by environment interaction across time for Nile tilapia, from juvenile to finishing stages, reared in different production systems",2019,"Aquaculture",513,"", 734429,,,,,10.1016/j.aquaculture.2019.734429,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071853600&partnerID=40&md5=b461d3036e59ecd2507df596859a7553",Article,Final,,Scopus,2-s2.0-85071853600
"Shmueli, G., Sarstedt, M., Hair, J.F., Cheah, J.-H., Ting, H., Vaithilingam, S., Ringle, C.M.","6602190303; 35957036000; 16230161100; 57191585883; 56312440400; 24282087200; 23480356200","Predictive model assessment in PLS-SEM: guidelines for using PLSpredict",2019,"European Journal of Marketing",53,"11",,2322,2347,,7,10.1108/EJM-02-2019-0189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064944767&partnerID=40&md5=f93e7e3b7a52aab84a2437cb87d9904f",Article,Final,,Scopus,2-s2.0-85064944767
"Rivera, A., Gelcich, S., García-Flórez, L., Acuña, J.L.","56028545900; 8563637100; 6603009318; 7004505799","Social attributes can drive or deter the sustainability of bottom-up management systems",2019,"Science of the Total Environment",690,"",,760,767,,,10.1016/j.scitotenv.2019.06.323,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068565524&partnerID=40&md5=2dab977aafcaee067ee7df2ce34f9e3b",Article,Final,,Scopus,2-s2.0-85068565524
"Preziosi, M., Tourais, P., Acampora, A., Videira, N., Merli, R.","56308556300; 57188625245; 57200035865; 11240240900; 55898797000","The role of environmental practices and communication on guest loyalty: Examining EU-Ecolabel in Portuguese hotels",2019,"Journal of Cleaner Production",237,"", 117659,,,,,10.1016/j.jclepro.2019.117659,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069699510&partnerID=40&md5=05f62b6e2e0d00aab46ac0d3036f2b96",Article,Final,,Scopus,2-s2.0-85069699510
"Alonso Dos Santos, M., Calabuig Moreno, F., Crespo-Hervás, J.","57189309200; 56373388500; 56527120500","Influence of perceived and effective congruence on recall and purchase intention in sponsored printed sports advertising: An eye-tracking application",2019,"International Journal of Sports Marketing and Sponsorship",20,"4",,617,633,,,10.1108/IJSMS-10-2018-0099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070304271&partnerID=40&md5=5c3ea74d84a2166abad53d1e5fe305b7",Article,Final,,Scopus,2-s2.0-85070304271
"Bryant, A.N., Kim, G.","54583100800; 9248526200","Regional and racial/ethnic variations in alcohol consumption among older adults",2019,"Aging and Mental Health",23,"11",,1503,1509,,,10.1080/13607863.2018.1506746,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059670029&partnerID=40&md5=b97315a79196d28233ca45197ec9cbe8",Article,Final,,Scopus,2-s2.0-85059670029
"Garcia-Alfaro, P., Rodríguez, I., Tresserra, F., Browne, J.L.","57194070886; 7102747510; 55978845400; 37033505300","Changes in breast density during hormone treatment with transdermal estrogens alone or in combination with progesterone",2019,"Gynecological Endocrinology",35,"11",,991,994,,,10.1080/09513590.2019.1616687,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066096474&partnerID=40&md5=047f13c9c7262ffe33d2c5ecadf02e8c",Article,Final,,Scopus,2-s2.0-85066096474
"Mishra, R.K., Padmanabhuni, M., Bhandari, P., Viswambharan, S., Prasad, S.G.","34067707600; 57205264232; 57205266977; 57205262018; 57007613800","Language proficiency does not modulate executive control in older bilinguals",2019,"Aging, Neuropsychology, and Cognition",26,"6",,920,951,,1,10.1080/13825585.2018.1562029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059332574&partnerID=40&md5=a21429d4db114656e514c830bc911950",Article,Final,,Scopus,2-s2.0-85059332574
"Wan, F.","15520291800","Analyzing pre-post randomized studies with one post-randomization score using repeated measures and ANCOVA models",2019,"Statistical Methods in Medical Research",28,"10-11",,2952,2974,,2,10.1177/0962280218789972,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052602123&partnerID=40&md5=48e9b8a4e8c4126c370afa85eb71c2f3",Article,Final,,Scopus,2-s2.0-85052602123
"Enlund-Cerullo, M., Koljonen, L., Holmlund-Suila, E., Hauta-Alus, H., Rosendahl, J., Valkama, S., Helve, O., Hytinantti, T., Viljakainen, H., Andersson, S., Mäkitie, O., Pekkinen, M.","57193457349; 57211195988; 55457712700; 56554159700; 57193448170; 57193457409; 6602328406; 6602674122; 12800329800; 35468326100; 7003423534; 6507937280","Genetic Variation of the Vitamin D Binding Protein Affects Vitamin D Status and Response to Supplementation in Infants",2019,"The Journal of clinical endocrinology and metabolism",104,"11",,5483,5498,,,10.1210/jc.2019-00630,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072944050&partnerID=40&md5=d93e4c77fb0661fcf085da60ed11b5cb",Article,Final,,Scopus,2-s2.0-85072944050
"Genovese, A.V., Hagemeier, J., Bergsland, N., Jakimovski, D., Dwyer, M.G., Ramasamy, D.P., Lizarraga, A.A., Hojnacki, D., Kolb, C., Weinstock-Guttman, B., Zivadinov, R.","57208925554; 54083165700; 16311422200; 57194859283; 57014617600; 23969064400; 55573919700; 23976282300; 56664034200; 57203073924; 8886044200","Atrophied Brain T2 Lesion Volume at MRI Is Associated with Disability Progression and Conversion to Secondary Progressive Multiple Sclerosis",2019,"Radiology",293,"2",,424,433,,,10.1148/radiol.2019190306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073583775&partnerID=40&md5=a4050a5ebc0aaeeafed6fec3d87039a5",Article,Final,,Scopus,2-s2.0-85073583775
"Ham, O.K., Lee, B.G.","57208400801; 57211262497","Screen Time and Cardiovascular Risks Among Middle-Aged Women",2019,"The Journal of cardiovascular nursing",34,"6",,474,482,,1,10.1097/JCN.0000000000000598,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073182825&partnerID=40&md5=075d46f3e672ad260f517f72dd512722",Article,Final,,Scopus,2-s2.0-85073182825
"Buskard, A.N.L., Jacobs, K.A., Eltoukhy, M.M., Strand, K.L., Villanueva, L., Desai, P.P., Signorile, J.F.","57193549605; 7202908064; 50461249000; 57209300505; 57211345086; 57211344501; 6603446482","Optimal Approach to Load Progressions during Strength Training in Older Adults",2019,"Medicine and science in sports and exercise",51,"11",,2224,2233,,,10.1249/MSS.0000000000002038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073584197&partnerID=40&md5=8e5566b552029aeb9bf5c9eff9ef5e22",Article,Final,,Scopus,2-s2.0-85073584197
"Hlobil, T.M.","57207830768","A simple test of a simple legal model: Evidence from the Dutch Supreme Court 2013–2018",2019,"Economics Letters",184,"", 108671,,,,,10.1016/j.econlet.2019.108671,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072159269&partnerID=40&md5=6f043fcbfa1e00c08760c8c27e7b1b47",Article,Final,,Scopus,2-s2.0-85072159269
"Chen, P.Y., Samy, W., Aaron Ying, C.L.","57211312645; 18234045000; 36961076500","Comparing cost and effectiveness of IVPCA morphine with perioperative multimodal analgesia of oral etoricoxib and oxycontin: A retrospective study",2019,"Journal of Orthopaedics",16,"6",,585,589,,,10.1016/j.jor.2019.06.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073443668&partnerID=40&md5=ee8b97010782c5af5d051364ab5af528",Article,Final,Open Access,Scopus,2-s2.0-85073443668
"Garcia_Florez, L., Vanclay, J.K., Glencross, K., Nichols, J.D.","57211167724; 7004551416; 14625106800; 57206132754","Developing biomass estimation models for above-ground compartments in Eucalyptus dunnii and Corymbia citriodora plantations",2019,"Biomass and Bioenergy",130,"", 105353,,,,,10.1016/j.biombioe.2019.105353,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072852241&partnerID=40&md5=a18e036dfc2350dc0cbfba264ae611ca",Article,Final,,Scopus,2-s2.0-85072852241
"Mousavi, E., Zamanian, Z., Hadadi, M., Sobhani, S.","57210564434; 35766040400; 35603253200; 24470120700","Investigating the effect of custom-made insoles and exercises on lower limb and back discomfort in assembly-line workers in a rubber tire factory: A randomized controlled trial",2019,"Human Factors and Ergonomics In Manufacturing",29,"6",,478,484,,,10.1002/hfm.20810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070876471&partnerID=40&md5=a19f1baf84006dd08160eb9e317da681",Article,Final,,Scopus,2-s2.0-85070876471
"Davitz, M.S., Gonen, O., Tal, A., Babb, J.S., Lui, Y.W., Kirov, I.I.","56708589300; 7003988906; 54394435200; 7102232878; 35965064700; 36957418300","Quantitative multivoxel proton MR spectroscopy for the identification of white matter abnormalities in mild traumatic brain injury: Comparison between regional and global analysis",2019,"Journal of Magnetic Resonance Imaging",50,"5",,1424,1432,,,10.1002/jmri.26718,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062990598&partnerID=40&md5=7e9f89822a1ca8dca3459c855daf06b5",Article,Final,,Scopus,2-s2.0-85062990598
"Papadaki, E., Kavroulakis, E., Kalaitzakis, G., Karageorgou, D., Makrakis, D., Maris, T.G., Simos, P.G.","55390812000; 57193716561; 57193708914; 57205152217; 57203222220; 55412389500; 7004224840","Age-related deep white matter changes in myelin and water content: A T<inf>2</inf> relaxometry study",2019,"Journal of Magnetic Resonance Imaging",50,"5",,1393,1404,,,10.1002/jmri.26707,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062777581&partnerID=40&md5=d0150f7f6f5a3ec8aa42da1cea857927",Article,Final,,Scopus,2-s2.0-85062777581
"Chekh, B.A., Kortaberria, G., Gonzalo, O.","57210803975; 55855885000; 24764599300","Extrinsic calibration and kinematic modelling of a laser line triangulation sensor integrated in an intelligent fixture with 3 degrees of freedom",2019,"Precision Engineering",60,"",,235,245,,,10.1016/j.precisioneng.2019.08.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071449293&partnerID=40&md5=94fe6ed7b4fcdab8084bfbf8c35cc43a",Article,Final,,Scopus,2-s2.0-85071449293
"O’Connor, R.E., Beach, K.D., Sanchez, V.M., Kim, J.J., Knight-Teague, K., Orozco, G., Jones, B.T.","57191813815; 55827288400; 56713056700; 57206198616; 56149573900; 57206207549; 57206207403","Teaching Academic Vocabulary to Sixth-Grade Students With Disabilities",2019,"Learning Disability Quarterly",42,"4",,231,243,,,10.1177/0731948718821091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061607633&partnerID=40&md5=6ee773d0893e543fff7729ca77729f7a",Article,Final,,Scopus,2-s2.0-85061607633
"Alacantara, F., Weighman, K.K., Moore, P.A.","57210976656; 57210980862; 55472495900","Variable Background Flow on Aquatic Toxicant Exposure Alters Foraging Patterns on Crayfish",2019,"Bulletin of Environmental Contamination and Toxicology",103,"5",,663,669,,,10.1007/s00128-019-02707-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072130407&partnerID=40&md5=22ae80128d66c2d1061f1932e66e0d02",Article,Final,,Scopus,2-s2.0-85072130407
"Vácha, L., Šmolík, F., Baxa, J.","26435647100; 57210992543; 53876956500","Comovement and disintegration of EU sovereign bond markets during the crisis",2019,"International Review of Economics and Finance",64,"",,541,556,,,10.1016/j.iref.2019.09.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072195173&partnerID=40&md5=ff6cc5f6598d6c538dabacd6b4d85d3e",Article,Final,,Scopus,2-s2.0-85072195173
"Tabatabaiee, A., Takamjani, I.E., Sarrafzadeh, J., Salehi, R., Ahmadi, M.","57210592607; 57209604213; 35729008500; 55405892800; 57210728159","Ultrasound-guided dry needling decreases pain in patients with piriformis syndrome",2019,"Muscle and Nerve",60,"5",,558,565,,,10.1002/mus.26671,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071308697&partnerID=40&md5=f0e95234da04618608cb08045df115b8",Article,Final,,Scopus,2-s2.0-85071308697
"Makki, M.I., O'Gorman, R.L., Buhler, P., Baledent, O., Kellenberger, C.J., Sabandal, C., Weiss, M., Scheer, I., Schmitz, A.","12785889500; 7003735078; 56013143700; 6602747852; 6701705137; 56606310300; 19638131600; 6603584699; 7101669465","Total cerebrovascular blood flow and whole brain perfusion in children sedated using propofol with or without ketamine at induction: An investigation with 2D-Cine PC and ASL",2019,"Journal of Magnetic Resonance Imaging",50,"5",,1433,1440,,,10.1002/jmri.26725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073305933&partnerID=40&md5=6b9156e1c79750e21a2ffbcf741d520b",Article,Final,,Scopus,2-s2.0-85073305933
"Martinet, S., Liu, Y., Jean-Soro, L., Goriaux, M., André, M.","57194574608; 57189904704; 35272294900; 15044154900; 55708149600","In-situ estimation of non-regulated pollutant emission factors in an urban area of Nantes, France, with fleet composition characterization",2019,"Transportation Research Part D: Transport and Environment",76,"",,193,210,,,10.1016/j.trd.2019.09.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072859435&partnerID=40&md5=99335301ed4af57db627b08fd7ea28db",Article,Final,,Scopus,2-s2.0-85072859435
